Company,Budget,Director,Profit,Star,Month,Writer,Gross
Lionsgate,10000000,Jeff Nichols,11590086,Matthew McConaughey,5,Jeff Nichols,21590086
Screen Gems,70000000,Måns Mårlind,-7678961,Kate Beckinsale,1,Len Wiseman,62321039
Millennium Films,100000000,Simon West,-14982599,Sylvester Stallone,8,Richard Wenk,85017401
Constantin Film International,65000000,Paul W.S. Anderson,-22654469,Milla Jovovich,9,Paul W.S. Anderson,42345531
Lionsgate,40000000,Kirk Jones,1152203,Cameron Diaz,5,Shauna Cross,41152203
EuropaCorp,45000000,Olivier Megaton,94854287,Liam Neeson,10,Luc Besson,139854287
Gary Sanchez Productions,3000000,Leslye Headland,-2552046,Kirsten Dunst,7,Leslye Headland,447954
Twentieth Century Fox Film Corporation,12000000,Josh Trank,52575175,Dane DeHaan,2,Max Landis,64575175
Cross Creek Pictures,17000000,James Watkins,37333290,Daniel Radcliffe,2,Susan Hill,54333290
Universal Pictures,30000000,Nicholas Stoller,-1164472,Jason Segel,4,Jason Segel,28835528
Arcade Pictures,15000000,RZA,634090,Russell Crowe,11,RZA,15634090
Abraham Productions,69000000,Timur Bekmambetov,-31480861,Benjamin Walker,6,Seth Grahame-Smith,37519139
Summit Entertainment,20000000,Mabrouk El Mechri,-16250939,Henry Cavill,9,Scott Wiper,3749061
Relativity Media,6900000,Mark Tonderai,24711916,Jennifer Lawrence,9,David Loucka,31611916
MK2 Productions,25000000,Walter Salles,-24282247,Sam Riley,5,Jack Kerouac,717753
Also Known As Pictures,6000000,Brian Klugman,5494838,Bradley Cooper,9,Brian Klugman,11494838
FilmDistrict,65000000,Dan Bradley,-20193217,Chris Hemsworth,11,Carl Ellsworth,44806783
Bleiberg Entertainment,10000000,Ariel Vromen,-8060559,Michael Shannon,10,Morgan Land,1939441
Universal Pictures,70000000,Chris Renaud,144030500,Zac Efron,3,Dr. Seuss,214030500
Intrepid Pictures,26000000,James McTeigue,-9991728,John Cusack,4,Hannah Shakespeare,16008272
Summit Entertainment,42000000,Asger Leth,-23380000,Sam Worthington,1,Pablo F. Fenjves,18620000
La Petite Reine,6000000,Franck Khalfoun,-5979449,Elijah Wood,1,Alexandre Aja,20551
Focus Features,10000000,Lorene Scafaria,-3380827,Steve Carell,6,Lorene Scafaria,6619173
Double Feature Films,11000000,Lisa Azuelos,-10953500,Miley Cyrus,9,Lisa Azuelos,46500
Relativity Media,85000000,Tarsem Singh,-20064833,Lily Collins,3,Marc Klein,64935167
EuropaCorp,20000000,James Mather,-5673136,Guy Pearce,4,Stephen St. Leger,14326864
Focus Features,60000000,Chris Butler,-3996949,Kodi Smit-McPhee,8,Chris Butler,56003051
Warner Bros.,60000000,Robert Lorenz,-24236863,Clint Eastwood,9,Randy Brown,35763137
Lakeshore Entertainment,40000000,Julie Anne Robinson,-13585473,Katherine Heigl,1,Stacy Sherman,26414527
Plan B Entertainment,15000000,Andrew Dominik,26056,Brad Pitt,11,Andrew Dominik,15026056
Blue Sky Studios,95000000,Steve Martino,66321843,Ray Romano,7,Michael Berg,161321843
Columbia Pictures,42000000,Frank Coraci,3290318,Kevin James,10,Allan Loeb,45290318
Dimension Films,5000000,John Gulager,-4623488,Danielle Panabaker,5,Patrick Melton,376512
IM Global,30000000,Boaz Yakin,-12857920,Jason Statham,4,Boaz Yakin,17142080
Relativity Media,12000000,Mike McCoy,58012847,Alex Veadov,2,Kurt Johnstad,70012847
Alliance,2500000,Rob Zombie,-1336492,Sheri Moon Zombie,4,Rob Zombie,1163508
Millennium Films,35000000,Simon West,-34695682,Nicolas Cage,4,David Guggenheim,304318
SBS Productions,20000000,Brian De Palma,-19908814,Rachel McAdams,8,Brian De Palma,91186
Universal Pictures,25000000,Baltasar Kormákur,41528000,Mark Wahlberg,1,Aaron Guzikowski,66528000
Millennium Films,12500000,Lee Daniels,-11807360,Matthew McConaughey,9,Peter Dexter,692640
Les Films du Losange,8900000,Michael Haneke,-2160508,Jean-Louis Trintignant,9,Michael Haneke,6739492
Ghost House Pictures,14000000,Ole Bornedal,35130154,Natasha Calis,8,Juliet Snowden,49130154
DreamWorks Animation,145000000,Eric Darnell,71391482,Ben Stiller,6,Eric Darnell,216391482
Walt Disney Pictures,39000000,Tim Burton,-3708932,Winona Ryder,10,Leonard Ripps,35291068
Twentieth Century Fox Film Corporation,68000000,Akiva Schaffer,-32647000,Ben Stiller,7,Jared Stern,35353000
Screen Gems,12000000,Tim Story,79547205,Chris Brown,4,Keith Merryman,91547205
Warner Bros.,95000000,Jay Roach,-8092254,Will Ferrell,8,Chris Henchy,86907746
DreamWorks,16000000,Alex Kurtzman,-3587614,Chris Pine,6,Alex Kurtzman,12412386
FilmDistrict,750000,Colin Trevorrow,3260957,Aubrey Plaza,10,Derek Connolly,4010957
Enderby Entertainment,2500000,Stephen Elliott,-2497240,Ashley Hinshaw,8,Stephen Elliott,2760
LD Entertainment,10000000,Marcus Dunstan,-3157942,Josh Stewart,11,Patrick Melton,6842058
Offspring Entertainment,33000000,Scott Speer,2074677,Kathryn McCormick,7,Amanda Brody,35074677
LD Entertainment,10000000,Henry Alex Rubin,-2564050,Jason Bateman,7,Andrew Stern,7435950
Monsterfoot Productions,25000000,Peter Hedges,26853450,Jennifer Garner,8,Peter Hedges,51853450
Bad Cop Bad Cop Film Productions,270000,Craig Zobel,48622,Ann Dowd,9,Craig Zobel,318622
Recorded Picture Company (RPC),16600000,Joachim Rønning,-15082590,Pål Sverre Hagen,4,Petter Skavlan,1517410
Lionsgate,12000000,Nicholas Jarecki,-4081717,Richard Gere,9,Nicholas Jarecki,7918283
Upside Down Films,60000000,Juan Solanas,-59897882,Jim Sturgess,5,Juan Solanas,102118
Columbia Pictures,35000000,David Koepp,-14724554,Joseph Gordon-Levitt,8,David Koepp,20275446
IM Global,55000000,Walter Hill,-45516179,Sylvester Stallone,2,Alessandro Camon,9483821
Magnolia Pictures,12000000,Stefan Ruzowitzky,-11934196,Eric Bana,1,Zach Dean,65804
Block / Hanson,35000000,Rob Cohen,-9111588,Tyler Perry,10,Marc Moss,25888412
Fox Searchlight Pictures,1000000,Ben Lewin,5002451,John Hawkes,11,Ben Lewin,6002451
Alcon Entertainment,1000000,Bradley Parker,17119640,Jesse McCartney,5,Oren Peli,18119640
Cinereach,1800000,Benh Zeitlin,10995746,Quvenzhané Wallis,2,Lucy Alibar,12795746
Fox 2000 Pictures,22000000,David Bowers,27008662,Zachary Gordon,8,Maya Forbes,49008662
H2O Motion Pictures,12000000,David Weaver,-11998256,Samuel L. Jackson,4,Elan Mastai,1744
Voltage Pictures,2000000,Robert Redford,3132442,Robert Redford,4,Lem Dobbs,5132442
Alfama Films,20500000,David Cronenberg,-19756364,Robert Pattinson,5,David Cronenberg,743636
Exclusive Media Group,2000000,David Palmer,11746550,Dax Shepard,8,Dax Shepard,13746550
Twentieth Century Fox Film Corporation,58000000,Anthony Hemingway,-8123623,Cuba Gooding Jr.,1,John Ridley,49876377
Lionsgate,15000000,Fisher Stevens,-11698954,Al Pacino,2,Noah Haidle,3301046
Eclectic Pictures,35000000,Gabriele Muccino,-21898858,Gerard Butler,12,Robbie Fox,13101142
Fox 2000 Pictures,20000000,Michael Apted,-13997244,Jonny Weston,10,Kario Salem,6002756
Dog Run Pictures,2500000,Jake Schreier,825638,Peter Sarsgaard,9,Christopher Ford,3325638
Universal Pictures,40000000,Ken Kwapis,-19886035,Drew Barrymore,2,Jack Amiel,20113965
Focus Features,15000000,Gus Van Sant,-7402102,Matt Damon,1,John Krasinski,7597898
Milk & Media,2900000,Ryûhei Kitamura,-2827860,Luke Evans,5,David Cohen,72140
Paramount Pictures,14000000,Josh Schwartz,-4597590,Victoria Justice,10,Max Werner,9402410
Paramount Pictures,5000000,Henry Joost,48921300,Stephen Dunham,10,Christopher Landon,53921300
Columbia Pictures,55000000,Peter Lord,-23948874,Hugh Grant,4,Gideon Defoe,31051126
Columbia Pictures,30000000,David Frankel,33536011,Meryl Streep,8,Vanessa Taylor,63536011
Prototype,750000,William Brent Bell,52511944,Fernanda Andrade,1,William Brent Bell,53261944
Red Crown Productions,6000000,Scott McGehee,-4935000,Julianne Moore,5,Nancy Doyne,1065000
Twentieth Century Fox Film Corporation,25000000,Andy Fickman,52267296,Billy Crystal,12,Lisa Addario,77267296
AdScott Pictures,850000,Jamie Travis,393961,Ari Graynor,11,Lauren Miller,1243961
Headline Pictures,11000000,Dustin Hoffman,7390117,Maggie Smith,3,Ronald Harwood,18390117
Paramount Pictures,40000000,Anne Fletcher,-2865785,Barbra Streisand,12,Dan Fogelman,37134215
Foresight Unlimited,11500000,John Hyams,-11494540,Jean-Claude Van Damme,10,John Hyams,5460
DreamWorks,40000000,Brian Robbins,-21561851,Eddie Murphy,3,Steve Koren,18438149
NALA Films,6000000,Matt Piedmont,-104762,Will Ferrell,5,Andrew Steele,5895238
Alcon Entertainment,25000000,Todd Graff,5920167,Queen Latifah,1,Todd Graff,30920167
Lucky Monkey Pictures,16000000,Amy Heckerling,-15997036,Alicia Silverstone,11,Amy Heckerling,2964
Super Crispy Entertainment,500000,James Ponsoldt,-124019,Mary Elizabeth Winstead,12,Susan Burke,375981
Warner Bros.,17000000,Todd Lincoln,-12069202,Ashley Greene,8,Todd Lincoln,4930798
Emmett/Furla/Oasis Films (EFO Films),26350000,Stephen Frears,-26329002,Rebecca Hall,6,D.V. DeVincentis,20998
Tyler Perry Company The,20000000,Tyler Perry,45653242,Tyler Perry,6,Tyler Perry,65653242
Filmax,6400000,Paco Plaza,-6391027,Leticia Dolera,4,Luiso Berdejo,8973
Aamir Khan Productions,7395080,Reema Kagti,-4688705,Aamir Khan,11,Farhan Akhtar,2706375
Gold Circle Films,3000000,David Brooks,-2997966,Alice Eve,3,Chris Sparling,2034
Chase Films,20000000,David Chase,-19392673,John Magaro,7,David Chase,607327
2929 Productions,3000000,Tim Heidecker,-2799197,Tim Heidecker,1,Tim Heidecker,200803
Sobras International Pictures,2000000,Nicolás López,-1959821,Eli Roth,6,Nicolás López,40179
Cocktail Film,7980000,Homi Adajania,-6952879,Saif Ali Khan,7,Imtiaz Ali,1027121
Red Granite Pictures,100000000,Martin Scorsese,16900694,Leonardo DiCaprio,12,Terence Winter,116900694
New Line Cinema,20000000,James Wan,117400141,Patrick Wilson,7,Chad Hayes,137400141
Alcon Entertainment,46000000,Denis Villeneuve,15002302,Hugh Jackman,9,Aaron Guzikowski,61002302
Walt Disney Animation Studios,150000000,Chris Buck,250738009,Kristen Bell,11,Jennifer Lee,400738009
Summit Entertainment,75000000,Louis Leterrier,42723989,Jesse Eisenberg,5,Ed Solomon,117723989
Universal Pictures,20000000,Andy Muschietti,51628180,Jessica Chastain,1,Andy Muschietti,71628180
Annapurna Pictures,23000000,Spike Jonze,2568251,Joaquin Phoenix,1,Spike Jonze,25568251
Warner Bros.,225000000,Zack Snyder,66045518,Henry Cavill,6,David S. Goyer,291045518
New Line Cinema,37000000,Rawson Marshall Thurber,113394119,Jason Sudeikis,8,Bob Fisher,150394119
Warner Bros.,105000000,Baz Luhrmann,39840419,Leonardo DiCaprio,5,Baz Luhrmann,144840419
Warner Bros.,190000000,Guillermo del Toro,-88197094,Idris Elba,7,Travis Beacham,101802906
Color Force,130000000,Francis Lawrence,294668047,Jennifer Lawrence,11,Simon Beaufoy,424668047
Columbia Pictures,40000000,David O. Russell,110117807,Christian Bale,12,Eric Warren Singer,150117807
Warner Bros.,100000000,Alfonso Cuarón,174092705,Sandra Bullock,10,Alfonso Cuarón,274092705
Regency Enterprises,20000000,Steve McQueen,36671993,Chiwetel Ejiofor,11,John Ridley,56671993
Paramount Pictures,190000000,J.J. Abrams,38778661,Chris Pine,5,Roberto Orci,228778661
Marvel Studios,200000000,Shane Black,209013994,Robert Downey Jr.,5,Drew Pearce,409013994
Millennium Films,70000000,Antoine Fuqua,28925640,Gerard Butler,3,Creighton Rothenberger,98925640
Universal Pictures,120000000,Joseph Kosinski,-30978265,Tom Cruise,4,Karl Gajdusek,89021735
Truth Entertainment (II),5000000,Jean-Marc Vallée,22298285,Matthew McConaughey,11,Craig Borten,27298285
Translux,12000000,Richard Curtis,3322921,Domhnall Gleeson,11,Richard Curtis,15322921
Paramount Pictures,190000000,Marc Forster,12359711,Brad Pitt,6,Matthew Michael Carnahan,202359711
Warner Bros.,60000000,Ruben Fleischer,-13999097,Sean Penn,1,Will Beall,46000903
Film 44,40000000,Peter Berg,85095601,Mark Wahlberg,1,Peter Berg,125095601
Metro-Goldwyn-Mayer (MGM),30000000,Kimberly Peirce,5266619,Chloë Grace Moretz,10,Lawrence D. Cohen,35266619
Marvel Studios,170000000,Alan Taylor,36362140,Chris Hemsworth,11,Christopher Yost,206362140
Exclusive Media Group,38000000,Ron Howard,-11052376,Daniel Brühl,9,Peter Morgan,26947624
Columbia Pictures,32000000,Evan Goldberg,69470202,James Franco,6,Seth Rogen,101470202
SnowPiercer,39200000,Joon-ho Bong,-34636350,Chris Evans,7,Joon-ho Bong,4563650
Universal Pictures,3000000,James DeMonaco,61473115,Ethan Hawke,6,James DeMonaco,64473115
Universal Pictures,160000000,Justin Lin,78679850,Vin Diesel,5,Chris Morgan,238679850
Worldview Entertainment,6000000,Eli Roth,1192291,Lorenza Izzo,9,Guillermo Amoedo,7192291
Columbia Pictures,80000000,Dennis Dugan,53668525,Adam Sandler,7,Fred Wolf,133668525
Universal Pictures,28000000,Jeff Wadlow,795985,Aaron Taylor-Johnson,8,Jeff Wadlow,28795985
Metro-Goldwyn-Mayer (MGM),225000000,Peter Jackson,33366855,Ian McKellen,12,Fran Walsh,258366855
Alcon Entertainment,60000000,Richard LaGravenese,-40547862,Alice Englert,2,Richard LaGravenese,19452138
Fox 2000 Pictures,25000000,Ridley Scott,-8026285,Michael Fassbender,10,Cormac McCarthy,16973715
TriStar Pictures,17000000,Fede Alvarez,37239856,Jane Levy,4,Fede Alvarez,54239856
Twentieth Century Fox Film Corporation,90000000,Ben Stiller,-31763162,Ben Stiller,12,Steve Conrad,58236838
TriStar Pictures,115000000,Neill Blomkamp,-21949883,Matt Damon,8,Neill Blomkamp,93050117
Universal Pictures,20000000,Edgar Wright,6004851,Simon Pegg,8,Simon Pegg,26004851
Twentieth Century Fox Film Corporation,43000000,Paul Feig,116582188,Sandra Bullock,6,Katie Dippold,159582188
EuropaCorp,30000000,Luc Besson,6918811,Robert De Niro,9,Luc Besson,36918811
Film4,13300000,Jonathan Glazer,-10694961,Scarlett Johansson,3,Walter Campbell,2605039
Universal Pictures,76000000,Pierre Coffin,292061265,Steve Carell,7,Cinco Paul,368061265
Voltage Pictures,3000000,Joseph Gordon-Levitt,21477704,Joseph Gordon-Levitt,9,Joseph Gordon-Levitt,24477704
Constantin Film,60000000,Harald Zwart,-28834579,Lily Collins,8,Jessica Postigo,31165421
Good Universe,30000000,Spike Lee,-27837407,Josh Brolin,11,Garon Tsuchiya,2162593
Paramount Pictures,50000000,Tommy Wirkola,5703475,Jeremy Renner,1,Tommy Wirkola,55703475
Relativity Media,28000000,Lasse Hallström,43349120,Julianne Hough,2,Dana Stevens,71349120
Paramount Pictures,130000000,Jon M. Chu,-7476940,Dwayne Johnson,3,Rhett Reese,122523060
Relativity Media,6000000,Elizabeth Banks,2828771,Emma Stone,1,Rocky Russo,8828771
Summit Entertainment,50000000,Mikael Håfström,-24867772,Sylvester Stallone,10,Miles Chapman,25132228
OddLot Entertainment,110000000,Gavin Hood,-48262809,Harrison Ford,11,Gavin Hood,61737191
Appian Way,22000000,Scott Cooper,-10673164,Christian Bale,12,Brad Ingelsby,11326836
Relativity Media,5000000,Mike Flanagan,22695246,Karen Gillan,4,Mike Flanagan,27695246
Paramount Pictures,26000000,Michael Bay,23875291,Mark Wahlberg,4,Christopher Markus,49875291
Fox Searchlight Pictures,12000000,Chan-wook Park,-10297723,Mia Wasikowska,4,Wentworth Miller,1702277
DreamWorks Animation,135000000,Kirk De Micco,52168425,Nicolas Cage,3,Chris Sanders,187168425
Di Bonaventura Pictures,45000000,Jee-woon Kim,-32949701,Arnold Schwarzenegger,1,Andrew Knauer,12050299
Bellanova Films,50000,James Ward Byrkit,18877,Emily Baldoni,8,James Ward Byrkit,68877
Twentieth Century Fox Film Corporation,120000000,James Mangold,12556852,Hugh Jackman,7,Mark Bomback,132556852
Summit Entertainment,35000000,Jonathan Levine,31380662,Nicholas Hoult,2,Jonathan Levine,66380662
Lionsgate,20000000,John Luessenhop,14341945,Alexandra Daddario,1,Adam Marcus,34341945
Scott Rudin Productions,55000000,Paul Greengrass,52100855,Tom Hanks,10,Billy Ray,107100855
Andrew Lauren Productions (ALP),2500000,James Ponsoldt,4351969,Miles Teller,9,Scott Neustadter,6851969
Green Hat Films,103000000,Todd Phillips,9200072,Bradley Cooper,5,Todd Phillips,112200072
Twentieth Century Fox Film Corporation,58000000,Shawn Levy,-13327236,Vince Vaughn,6,Vince Vaughn,44672764
Walt Disney Pictures,215000000,Gore Verbinski,-125697885,Johnny Depp,7,Justin Haythe,89302115
Walt Disney Pictures,215000000,Sam Raimi,19911825,James Franco,3,Mitchell Kapner,234911825
Gaumont,16000000,Anne Fontaine,-15682875,Naomi Watts,10,Anne Fontaine,317125
Walt Disney Pictures,200000000,Dan Scanlon,68492764,Billy Crystal,6,Dan Scanlon,268492764
Space Rocket Nation,4800000,Nicolas Winding Refn,-4021435,Ryan Gosling,9,Nicolas Winding Refn,778565
Columbia Pictures,150000000,Roland Emmerich,-76896216,Channing Tatum,6,James Vanderbilt,73103784
No Trace Camping,11000000,Michael Dowse,-7547883,Daniel Radcliffe,8,Elan Mastai,3452117
FilmDistrict,5000000,James Wan,78586447,Patrick Wilson,9,Leigh Whannell,83586447
Endgame Entertainment,30000000,Steven Soderbergh,2172757,Rooney Mara,2,Scott Z. Burns,32172757
Fox 2000 Pictures,90000000,Thor Freudenthal,-21440446,Logan Lerman,8,Marc Guggenheim,68559554
Summit Entertainment,84000000,Dean Parisot,-30737440,Bruce Willis,7,Jon Hoeber,53262560
Exclusive Media Group,8000000,John Carney,8170632,Keira Knightley,7,John Carney,16170632
Entertainment One,38000000,David Twohy,4025135,Vin Diesel,9,David Twohy,42025135
Chockstone Pictures,40000000,Andrew Niccol,-13372799,Saoirse Ronan,3,Andrew Niccol,26627201
Steel Mill Pictures,5000000,Jon S. Baird,-4965679,James McAvoy,4,Jon S. Baird,34321
Warner Bros.,40000000,Brian Helgeland,55001343,Chadwick Boseman,4,Brian Helgeland,95001343
Twentieth Century Fox Film Corporation,92000000,John Moore,-24650802,Bruce Willis,2,Skip Woods,67349198
Columbia Pictures,130000000,M. Night Shyamalan,-69477903,Jaden Smith,5,Gary Whitta,60522097
Sycamore Pictures,5000000,Nat Faxon,16501098,Steve Carell,7,Nat Faxon,21501098
H2F Entertainment,175000000,Carl Rinsch,-136637525,Keanu Reeves,12,Chris Morgan,38362475
Gravier Productions,18000000,Woody Allen,15405481,Cate Blanchett,8,Woody Allen,33405481
Follow Through Productions,30000000,Lee Daniels,86632095,Forest Whitaker,8,Danny Strong,116632095
Open Road Films (II),22000000,Gary Fleder,-2216223,Jason Statham,11,Sylvester Stallone,19783777
The Weinstein Company,25000000,John Wells,12738503,Meryl Streep,1,Tracy Letts,37738503
New Line Cinema,195000000,Bryan Singer,-129812397,Nicholas Hoult,3,Darren Lemke,65187603
Universal Pictures,130000000,Robert Schwentke,-96381145,Ryan Reynolds,7,Phil Hay,33618855
Relativity Media,13000000,Jon Lucas,12682380,Miles Teller,3,Jon Lucas,25682380
FilmDistrict,30000000,Niels Arden Oplev,-19119074,Colin Farrell,3,J.H. Wyman,10880926
CBS Films,11000000,Ethan Coen,2235319,Oscar Isaac,1,Joel Coen,13235319
AR Films,20000000,Robert Rodriguez,-11991839,Danny Trejo,10,Kyle Ward,8008161
Recorded Picture Company (RPC),7000000,Jim Jarmusch,-5120466,Tilda Swinton,4,Jim Jarmusch,1879534
Walt Disney Pictures,35000000,John Lee Hancock,48301580,Emma Thompson,12,Kelly Marcel,83301580
Aggregate Films,35000000,Seth Gordon,99506920,Jason Bateman,2,Craig Mazin,134506920
Pathé,20000000,Danny Boyle,-17680813,James McAvoy,5,Joe Ahearne,2319187
Universal Pictures,61000000,Baltasar Kormákur,14612460,Denzel Washington,8,Blake Masters,75612460
Open Road Films (II),12000000,Joshua Michael Stern,4117443,Ashton Kutcher,8,Matt Whiteley,16117443
Faliro House Productions,3000000,Richard Linklater,5114627,Ethan Hawke,6,Richard Linklater,8114627
Exclusive Media Group,15000000,Ric Roman Waugh,27930462,Dwayne Johnson,2,Justin Haythe,42930462
Millennium Films,10000000,Rob Epstein,-9643418,Amanda Seyfried,9,Andy Bellin,356582
American Zoetrope,8000000,Sofia Coppola,-2158954,Katie Chang,6,Sofia Coppola,5841046
Two Ton Films,35000000,Justin Zackham,-13215568,Robert De Niro,4,Justin Zackham,21784432
Incentive Filmed Entertainment,35000000,Taylor Hackford,-17390018,Jason Statham,1,John J. McLaughlin,17609982
Fox 2000 Pictures,19000000,Brian Percival,2488481,Sophie Nélisse,11,Markus Zusak,21488481
Paramount Pictures,50000000,Adam McKay,77352707,Will Ferrell,12,Will Ferrell,127352707
Columbia Pictures,105000000,Raja Gosnell,-33982216,Neil Patrick Harris,7,J. David Stem,71017784
